2722	what 's the image of restaurant with number of evaluations less than NUMBER_0	[ image ] of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount <= NUMBER_0 ;
2951	look for a GENERIC_ENTITY_tt:country_0 restaurant with a review count of greater than NUMBER_0	@org.schema.Restaurant . Restaurant ( ) filter address . addressCountry == GENERIC_ENTITY_tt:country_0 && aggregateRating . reviewCount >= NUMBER_0 ;
1084	look for restaurants rated NUMBER_0 stars with a postal code equal to QUOTED_STRING_0 .	@org.schema.Restaurant . Restaurant ( ) filter address . postalCode =~ QUOTED_STRING_0 && aggregateRating . ratingValue == NUMBER_0 ;
812	grab the rating of restaurant having no reviews	[ aggregateRating . ratingValue ] of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount == 0 ;
800	which restaurants have food type being QUOTED_STRING_0 ?	@org.schema.Restaurant . Restaurant ( ) filter servesCuisine =~ QUOTED_STRING_0 ;
2845	how are restaurants with a location equaling work described ?	[ description ] of @org.schema.Restaurant . Restaurant ( ) filter geo == $location . work ;
2834	how many total restaurants with zip code being QUOTED_STRING_0 are there ?	count ( @org.schema.Restaurant . Restaurant ( ) filter address . postalCode =~ QUOTED_STRING_0 ) ;
2075	grab the restaurant with at least NUMBER_0 reviews which is closest to home .	[ * , distance ( geo , $location . home ) ] of sort ( distance ( geo , $location . home ) asc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount >= NUMBER_0 ) [ 1 ] ;
510	tell me the street address of restaurants that are called QUOTED_STRING_0	[ geo ] of @org.schema.Restaurant . Restaurant ( ) filter id =~ QUOTED_STRING_0 ;
1410	tell me the restaurants with a review count under NUMBER_0 that have the largest number of reviews	sort ( aggregateRating . reviewCount desc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount <= NUMBER_0 ) [ 1 ] ;
2237	show the rating of the restaurants with lower rating than NUMBER_0 with the most reviews	[ aggregateRating . ratingValue ] of sort ( aggregateRating . reviewCount desc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue <= NUMBER_0 ) [ 1 ] ;
1184	how far from work are restaurants in the city of LOCATION_0 ?	[ distance ( geo , $location . work ) ] of @org.schema.Restaurant . Restaurant ( ) filter geo == LOCATION_0 ;
1767	how close to me are the most far away restaurants having smaller than NUMBER_0 reviews to work .	[ distance ( geo , $location . work ) ] of sort ( distance ( geo , $location . current_location ) desc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount <= NUMBER_0 ) [ 1 ] ;
207	i 'd like to know what the zip code of restaurants is that has less than 1 review .	[ address . postalCode ] of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount <= 1 ;
1146	i demand restaurants with more review count than NUMBER_0 and rating not more than NUMBER_1 .	@org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue <= NUMBER_1 && aggregateRating . reviewCount >= NUMBER_0 ;
2775	show me restaurants with no less than NUMBER_0 reviews and the place they are found is equal to here .	@org.schema.Restaurant . Restaurant ( ) filter count ( review ) >= NUMBER_0 && geo == $location . current_location ;
1270	show restaurants serving QUOTED_STRING_0 food with NUMBER_0 or less reviews and the best rating .	sort ( aggregateRating . ratingValue desc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount <= NUMBER_0 && servesCuisine =~ QUOTED_STRING_0 ) [ 1 ] ;
414	what is the review count of the furthest restaurant from to GENERIC_ENTITY_tt:us_state_0 ?	[ aggregateRating . reviewCount ] of sort ( distance ( geo , $location . current_location ) desc of @org.schema.Restaurant . Restaurant ( ) filter address . addressRegion == GENERIC_ENTITY_tt:us_state_0 ) [ 1 ] ;
2448	what is the closest restaurant to home that has less than NUMBER_0 reviews	[ * , distance ( geo , $location . home ) ] of sort ( distance ( geo , $location . home ) asc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount <= NUMBER_0 ) [ 1 ] ;
2544	show me the name of a restaurant that has NUMBER_0 reviews	@org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount == NUMBER_0 ;
1810	seek the restaurants in this area having served cuisine equal to QUOTED_STRING_0 which has the highest rating .	sort ( aggregateRating . ratingValue desc of @org.schema.Restaurant . Restaurant ( ) filter geo == $location . current_location && servesCuisine =~ QUOTED_STRING_0 ) [ 1 ] ;
2311	how near is the restaurants which is QUOTED_STRING_0 furthest from work to home	[ distance ( geo , $location . home ) ] of sort ( distance ( geo , $location . work ) desc of @org.schema.Restaurant . Restaurant ( ) filter servesCuisine =~ QUOTED_STRING_0 ) [ 1 ] ;
2046	where is the location of the restaurant with a review count greater than NUMBER_0 .	[ geo ] of sort ( aggregateRating . reviewCount desc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount >= NUMBER_0 ) [ 1 ] ;
1160	show me the distance to restaurant .	[ distance ( geo , $location . current_location ) ] of @org.schema.Restaurant . Restaurant ( ) ;
1466	fetch restaurants around me with QUOTED_STRING_0 in the cuisine .	@org.schema.Restaurant . Restaurant ( ) filter geo == $location . current_location && servesCuisine =~ QUOTED_STRING_0 ;
2751	show me all of the restaurants that are far from my current location which have more than NUMBER_0 review counts .	[ geo ] of sort ( distance ( geo , $location . current_location ) desc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount >= NUMBER_0 ) [ 1 ] ;
2097	find restaurants furthest from work that have a rating of more than NUMBER_0 .	[ distance ( geo , $location . work ) ] of sort ( distance ( geo , $location . work ) desc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue >= NUMBER_0 ) [ 1 ] ;
1791	show 1 star restaurant reviews with more than NUMBER_0 reviews .	( @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount >= NUMBER_0 => @org.schema.Restaurant . Review ( ) filter reviewRating . ratingValue <= 1 ) filter in_array ( id , review ) ;
2917	get me the city of the restaurant with higher review count than NUMBER_0 with the least reviews .	[ geo ] of sort ( aggregateRating . reviewCount asc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount >= NUMBER_0 ) [ 1 ] ;
589	grab me what is the price range of the restaurant having bigger rating than NUMBER_0 nearest to home	[ priceRange ] of sort ( distance ( geo , $location . home ) asc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue >= NUMBER_0 ) [ 1 ] ;
2811	i 'd like to know what the reviews are of restaurants serving QUOTED_STRING_0	[ review ] of @org.schema.Restaurant . Restaurant ( ) filter servesCuisine =~ QUOTED_STRING_0 ;
227	grab me what is the street of restaurant with phone number equal to PHONE_NUMBER_0 .	[ geo ] of @org.schema.Restaurant . Restaurant ( ) filter telephone == PHONE_NUMBER_0 ;
1058	what 's the location of a NUMBER_0 star restaurant furthest away from work ?	[ geo ] of sort ( distance ( geo , $location . work ) desc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue == NUMBER_0 ) [ 1 ] ;
1397	what is the street of the restaurants with fewer review count than NUMBER_0 which is nearest to work	[ geo ] of sort ( distance ( geo , $location . work ) asc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount <= NUMBER_0 ) [ 1 ] ;
1402	give me a list of restaurants that serve QUOTED_STRING_0 food and have a rating of exactly NUMBER_0	@org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue == NUMBER_0 && servesCuisine =~ QUOTED_STRING_0 ;
2674	which kind of cuisine is offered at restaurants with NUMBER_0 reviews ?	[ servesCuisine ] of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount == NUMBER_0 ;
1541	gather restaurant with review count less than NUMBER_0 with the tiniest number of reviews	sort ( aggregateRating . reviewCount asc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount <= NUMBER_0 ) [ 1 ] ;
2274	what restaurant 's got a zip code with QUOTED_STRING_0 in it and the greatest number of reviews ?	sort ( aggregateRating . reviewCount desc of @org.schema.Restaurant . Restaurant ( ) filter address . postalCode =~ QUOTED_STRING_0 ) [ 1 ] ;
2835	how many restaurants with zip code being that of QUOTED_STRING_0 are there ?	count ( @org.schema.Restaurant . Restaurant ( ) filter address . postalCode =~ QUOTED_STRING_0 ) ;
2360	show me QUOTED_STRING_0 restaurants rated NUMBER_0 or below .	@org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue <= NUMBER_0 && servesCuisine =~ QUOTED_STRING_0 ;
1563	i 'd like to know the city of restaurants having a review count of NUMBER_0 exactly .	[ geo ] of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount == NUMBER_0 ;
2561	tell me what the restaurant nation around here is	[ address . addressCountry ] of @org.schema.Restaurant . Restaurant ( ) filter geo == $location . current_location ;
1693	seek for me what is the food type and description of restaurants with state equal to GENERIC_ENTITY_tt:us_state_0 .	[ description , servesCuisine ] of @org.schema.Restaurant . Restaurant ( ) filter address . addressRegion == GENERIC_ENTITY_tt:us_state_0 ;
1506	say what is the telephone of the closest restaurant with rating lower than 1 to work	[ telephone ] of sort ( distance ( geo , $location . work ) asc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue <= 1 ) [ 1 ] ;
879	what is the country of restaurants inside GENERIC_ENTITY_tt:country_0 ?	[ address . addressCountry ] of @org.schema.Restaurant . Restaurant ( ) filter address . addressCountry == GENERIC_ENTITY_tt:country_0 ;
2416	tell me what the restaurants farthest away from me are that have a phone number of PHONE_NUMBER_0	[ * , distance ( geo , $location . current_location ) ] of sort ( distance ( geo , $location . current_location ) desc of @org.schema.Restaurant . Restaurant ( ) filter telephone == PHONE_NUMBER_0 ) [ 1 ] ;
195	what are the reviews of NUMBER_0 or greater that GENERIC_ENTITY_org.schema.Restaurant:Person_0 has written ?	@org.schema.Restaurant . Review ( ) filter author == GENERIC_ENTITY_org.schema.Restaurant:Person_0 && reviewRating . ratingValue >= NUMBER_0 ;
1330	where is the restaurant with QUOTED_STRING_0 as served cuisine and rating at minimum NUMBER_0	[ geo ] of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue >= NUMBER_0 && servesCuisine =~ QUOTED_STRING_0 ;
28	seek the location of the restaurants which is nearest to work .	[ geo ] of sort ( distance ( geo , $location . work ) asc of @org.schema.Restaurant . Restaurant ( ) ) [ 1 ] ;
1445	tell me the name of the restaurant that serves QUOTED_STRING_0 cuisine and has a telephone number of PHONE_NUMBER_0 .	@org.schema.Restaurant . Restaurant ( ) filter servesCuisine =~ QUOTED_STRING_0 && telephone == PHONE_NUMBER_0 ;
2848	i 'd like to know ratings of restaurants that have NUMBER_0 reviews .	[ aggregateRating . ratingValue ] of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount == NUMBER_0 ;
1811	search the restaurants in this area having served food type equal to QUOTED_STRING_0 which has the highest rating .	sort ( aggregateRating . ratingValue desc of @org.schema.Restaurant . Restaurant ( ) filter geo == $location . current_location && servesCuisine =~ QUOTED_STRING_0 ) [ 1 ] ;
730	fetch me what is the food type of the restaurants with lower rating than NUMBER_0 closest to home	[ servesCuisine ] of sort ( distance ( geo , $location . home ) asc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue <= NUMBER_0 ) [ 1 ] ;
1937	what restaurant are in this area and get phone number equal to + PHONE_NUMBER_0	@org.schema.Restaurant . Restaurant ( ) filter geo == $location . current_location && telephone == PHONE_NUMBER_0 ;
2461	please set forth GENERIC_ENTITY_org.schema.Restaurant:Person_0 's review that he wrote and released beyond DATE_0 .	@org.schema.Restaurant . Review ( ) filter author == GENERIC_ENTITY_org.schema.Restaurant:Person_0 && datePublished >= DATE_0 ;
258	name the restaurants that have NUMBER_0 reviews and a QUOTED_STRING_0 menu .	@org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount == NUMBER_0 && geo == $location . current_location && servesCuisine =~ QUOTED_STRING_0 ;
1616	show me restaurants with a phone number equal to PHONE_NUMBER_0 which serve QUOTED_STRING_0 .	@org.schema.Restaurant . Restaurant ( ) filter servesCuisine =~ QUOTED_STRING_0 && telephone == PHONE_NUMBER_0 ;
391	which are restaurant with current rating at least NUMBER_0	@org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue >= NUMBER_0 ;
1825	i want to know of QUOTED_STRING_0 restaurants that are nearest to my house	[ * , distance ( geo , $location . home ) ] of sort ( distance ( geo , $location . home ) asc of @org.schema.Restaurant . Restaurant ( ) filter servesCuisine =~ QUOTED_STRING_0 ) [ 1 ] ;
2052	amount of evaluations are there that is in most distant dining locales which offer QUOTED_STRING_0 food in distiction to work	[ aggregateRating . reviewCount ] of sort ( distance ( geo , $location . work ) desc of @org.schema.Restaurant . Restaurant ( ) filter servesCuisine =~ QUOTED_STRING_0 ) [ 1 ] ;
2263	show the restaurant that is closest to work that has an id called QUOTED_STRING_0	[ * , distance ( geo , $location . work ) ] of sort ( distance ( geo , $location . work ) asc of @org.schema.Restaurant . Restaurant ( ) filter id =~ QUOTED_STRING_0 ) [ 1 ] ;
1061	get restaurants having address equal to work and NUMBER_0 or fewer rating	@org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue <= NUMBER_0 && geo == $location . work ;
2471	how far away is restaurants with fewer review count than NUMBER_0 ?	[ distance ( geo , $location . current_location ) ] of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount <= NUMBER_0 ;
917	get restaurant having bigger review count than NUMBER_0 which serves QUOTED_STRING_0 food	@org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount >= NUMBER_0 && servesCuisine =~ QUOTED_STRING_0 ;
1598	can you show me a photo of a nearby restaurant	[ image ] of @org.schema.Restaurant . Restaurant ( ) filter geo == $location . current_location ;
1049	what is the nearest restaurant with QUOTED_STRING_0 in the kitchen ?	@org.schema.Restaurant . Restaurant ( ) filter geo == $location . current_location && servesCuisine =~ QUOTED_STRING_0 ;
405	find me the restaurant that 's furthest from my house that has more than NUMBER_0 reviews and get me the phone number .	[ telephone ] of sort ( distance ( geo , $location . home ) desc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount >= NUMBER_0 ) [ 1 ] ;
1329	get restaurant reviews with less than NUMBER_0 reviews	( @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount <= NUMBER_0 => @org.schema.Restaurant . Review ( ) ) filter in_array ( id , review ) ;
2823	which restaurants have a location that 's the same as here and the sparsest amount of reviews ?	sort ( aggregateRating . reviewCount asc of @org.schema.Restaurant . Restaurant ( ) filter geo == $location . current_location ) [ 1 ] ;
2871	where is the restaurant that has the most reviews but just 1 review ?	[ geo ] of sort ( aggregateRating . reviewCount desc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount == 1 ) [ 1 ] ;
1314	i want the least reviewed restaurants near my work	sort ( aggregateRating . reviewCount asc of @org.schema.Restaurant . Restaurant ( ) filter geo == $location . work ) [ 1 ] ;
1894	which restaurants around work having rating equivalent to NUMBER_0 gets the lowest review count .	sort ( aggregateRating . reviewCount asc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue == NUMBER_0 && geo == $location . work ) [ 1 ] ;
2103	name a restaurant under NUMBER_0 reviews that 's furthest from work .	[ distance ( geo , $location . work ) ] of sort ( distance ( geo , $location . home ) desc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount <= NUMBER_0 ) [ 1 ] ;
1977	how near are the restaurants with larger than 1 reviews nearest to here to home	[ distance ( geo , $location . home ) ] of sort ( distance ( geo , $location . current_location ) asc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount >= 1 ) [ 1 ] ;
1581	message me what is the zip code of restaurant having greater rating than NUMBER_0 .	[ address . postalCode ] of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue >= NUMBER_0 ;
2033	please enumerate restaurant having location equal to home that cooks QUOTED_STRING_0 food .	@org.schema.Restaurant . Restaurant ( ) filter geo == $location . home && servesCuisine =~ QUOTED_STRING_0 ;
2380	tell me the name of a restaurant with a rating exceeding NUMBER_0 .	@org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue >= NUMBER_0 ;
1551	what are all the QUOTED_STRING_0 restaurants that are located in GENERIC_ENTITY_tt:us_state_0 .	@org.schema.Restaurant . Restaurant ( ) filter address . addressRegion == GENERIC_ENTITY_tt:us_state_0 && servesCuisine =~ QUOTED_STRING_0 ;
1298	what places to eat near my house have a review count of NUMBER_0 or higher ?	@org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount >= NUMBER_0 && geo == $location . home ;
2646	gather restaurant having smaller review count than NUMBER_0 .	@org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount <= NUMBER_0 ;
458	fetch restaurant having country equal to GENERIC_ENTITY_tt:country_0 and phone number equal to PHONE_NUMBER_0 .	@org.schema.Restaurant . Restaurant ( ) filter address . addressCountry == GENERIC_ENTITY_tt:country_0 && telephone == PHONE_NUMBER_0 ;
2414	message me what is the country of restaurants having location equal to home	[ address . addressCountry ] of @org.schema.Restaurant . Restaurant ( ) filter geo == $location . home ;
723	get reviews of restaurants inside GENERIC_ENTITY_tt:us_state_0 .	( @org.schema.Restaurant . Restaurant ( ) filter address . addressRegion == GENERIC_ENTITY_tt:us_state_0 => @org.schema.Restaurant . Review ( ) ) filter in_array ( id , review ) ;
2149	what is the street of restaurants by here	[ geo ] of @org.schema.Restaurant . Restaurant ( ) filter geo == $location . current_location ;
1557	what restaurant has the least number of reviews and a review count that is below NUMBER_0 .	sort ( aggregateRating . reviewCount asc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount <= NUMBER_0 ) [ 1 ] ;
729	i 'd like to know the city of the restaurant with a telephoe number of PHONE_NUMBER_0 is in .	[ geo ] of @org.schema.Restaurant . Restaurant ( ) filter telephone == PHONE_NUMBER_0 ;
2383	tell me the restaurants serving QUOTED_STRING_0 food that have the best rating .	sort ( aggregateRating . ratingValue desc of @org.schema.Restaurant . Restaurant ( ) filter servesCuisine =~ QUOTED_STRING_0 ) [ 1 ] ;
207	reviews posted in restaurants near work later than DATE_0	( @org.schema.Restaurant . Restaurant ( ) filter geo == $location . work => @org.schema.Restaurant . Review ( ) filter datePublished >= DATE_0 ) filter in_array ( id , review ) ;
865	i need restaurants missing reviews .	sort ( aggregateRating . reviewCount asc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount == 0 ) [ 1 ] ;
2373	from the restaurants furthest away from home , get a picture of one with a rating lower than NUMBER_0 .	[ image ] of sort ( distance ( geo , $location . home ) desc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue <= NUMBER_0 ) [ 1 ] ;
872	give me the QUOTED_STRING_0 restaurant near home that has the least amount of reviews .	sort ( aggregateRating . reviewCount asc of @org.schema.Restaurant . Restaurant ( ) filter geo == $location . home && servesCuisine =~ QUOTED_STRING_0 ) [ 1 ] ;
408	what are the restaurants with no more that NUMBER_0 reviews in GENERIC_ENTITY_tt:country_0 .	( @org.schema.Restaurant . Restaurant ( ) filter address . addressCountry == GENERIC_ENTITY_tt:country_0 => @org.schema.Restaurant . Review ( ) filter reviewRating . ratingValue <= NUMBER_0 ) filter in_array ( id , review ) ;
2513	i want to find reviews that have a rating of NUMBER_0	@org.schema.Restaurant . Review ( ) filter reviewRating . ratingValue == NUMBER_0 ;
1561	give me locations of places serving QUOTED_STRING_0 with average review at least NUMBER_0	[ geo ] of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue >= NUMBER_0 && servesCuisine =~ QUOTED_STRING_0 ;
1848	what distance are the restaurant having country equal to GENERIC_ENTITY_tt:country_0 with the highest number of evaluations in distiction to home ?	[ distance ( geo , $location . home ) ] of sort ( aggregateRating . reviewCount desc of @org.schema.Restaurant . Restaurant ( ) filter address . addressCountry == GENERIC_ENTITY_tt:country_0 ) [ 1 ] ;
2558	grab the distance from work to restaurant with at least NUMBER_0 reviews .	[ distance ( geo , $location . work ) ] of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount >= NUMBER_0 ;
2403	find the restaurant with the lowest number of reviews under NUMBER_0	sort ( aggregateRating . reviewCount asc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue <= NUMBER_0 ) [ 1 ] ;
2737	what 's the publication date of reviews with a rating of NUMBER_0 ?	[ datePublished ] of @org.schema.Restaurant . Review ( ) filter reviewRating . ratingValue == NUMBER_0 ;
2362	show me the restaurants in this location with more than NUMBER_0 reviews .	@org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount >= NUMBER_0 && geo == $location . current_location ;
1760	what restaurants are near my work and have a rating of NUMBER_0 .	@org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue == NUMBER_0 && geo == $location . work ;
50	seek the restaurant with lower rating than NUMBER_0 farthest from here .	[ * , distance ( geo , $location . current_location ) ] of sort ( distance ( geo , $location . current_location ) desc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue <= NUMBER_0 ) [ 1 ] ;
1530	what kind of food is served at restaurants the greatest distance from this location with a higher than NUMBER_0 rating ?	[ servesCuisine ] of sort ( distance ( geo , $location . current_location ) desc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue >= NUMBER_0 ) [ 1 ] ;
919	fetch restaurant have at most NUMBER_0 reviews	@org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount <= NUMBER_0 ;
2043	i want to know where to find QUOTED_STRING_0 restaurants and their type of cuisine .	[ geo ] of @org.schema.Restaurant . Restaurant ( ) filter servesCuisine =~ QUOTED_STRING_0 ;
1754	list dining locales with state equal to GENERIC_ENTITY_tt:us_state_0 and rating at tiniest NUMBER_0	@org.schema.Restaurant . Restaurant ( ) filter address . addressRegion == GENERIC_ENTITY_tt:us_state_0 && aggregateRating . ratingValue >= NUMBER_0 ;
2658	which dining locations get the same address to work and NUMBER_0 or greater rating ?	@org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue >= NUMBER_0 && geo == $location . work ;
1292	which is the restaurants with rating at minimum NUMBER_0 which offer QUOTED_STRING_0 cuisine with the highest review count .	sort ( aggregateRating . reviewCount desc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . ratingValue >= NUMBER_0 && servesCuisine =~ QUOTED_STRING_0 ) [ 1 ] ;
1048	get the rating of restaurant that is QUOTED_STRING_0	[ aggregateRating . ratingValue ] of @org.schema.Restaurant . Restaurant ( ) filter servesCuisine =~ QUOTED_STRING_0 ;
958	which dining locations around me with telephone equal to PHONE_NUMBER_0 gets the smallest rating ?	sort ( aggregateRating . ratingValue asc of @org.schema.Restaurant . Restaurant ( ) filter geo == $location . current_location && telephone == PHONE_NUMBER_0 ) [ 1 ] ;
2282	what 's the restaurant with the least reviews that has at minimum of NUMBER_0 reviews	sort ( aggregateRating . reviewCount asc of @org.schema.Restaurant . Restaurant ( ) filter aggregateRating . reviewCount >= NUMBER_0 ) [ 1 ] ;
982	what is the price range of restaurant inside GENERIC_ENTITY_tt:country_0	[ priceRange ] of @org.schema.Restaurant . Restaurant ( ) filter address . addressCountry == GENERIC_ENTITY_tt:country_0 ;
